"","Size","Top","Basal","Omnivory","Links","LD","Connectance","PathLength","Clustering","Cannib","TLmean","TLmax","Components","Modularity","QSS","MEing","Network"
"1",110,6,30,0.463636363636364,649,5.9,0.0536363636363636,2.33685380767093,0.184956843403206,0,2.22182027702584,4.4196603303716,1,0.288453731116498,0,3.99036198707344,"Potter"
"2",145,11,36,0.551724137931034,1115,7.68965517241379,0.0530321046373365,2.12108935404006,0.222672977236872,0,2.37681074114305,4.12097336399186,1,0.305626495606185,0,4.60664936521576,"Beagle"
