"","type","node","name","Network","modulo"
"108","modcon",56,"Priapulida","Potter",6
"109","modcon",57,"Serolis sp.","Potter",6
"110","modcon",71,"Doris kerguelensis","Potter",3
"111","modcon",72,"Eatoniella sp.","Potter",2
"112","modcon",80,"Aequiyoldia eightsii","Potter",5
"113","modcon",90,"Oradarea bidentata","Potter",1
"114","modcon",96,"Tanaidacea","Potter",2
"115","modcon",99,"Mysella sp.","Potter",5
"116","modcon",102,"Ostracoda","Potter",3
"117","modcon",108,"Odontaster validus","Potter",1
"118","modcon",110,"Trematomus bernacchii","Potter",6
"119","modcon",111,"Trematomus newnesi","Potter",6
"120","modcon",120,"Plakarthrium punctatissimum","Potter",2
"121","modcon",121,"Urticinopsis antarctica","Potter",4
"122","modhub",113,"Cosmasterias lurida","Beagle",3
"123","hubcon",1,"Phytoplankton","Beagle",1
"124","hubcon",2,"Fresh detritus","Beagle",3
"125","hubcon",3,"Zooplankton","Beagle",1
"126","modspe",4,"Macrocystis pyrifera","Beagle",2
"127","modspe",6,"Aulacomya atra","Beagle",3
"128","modspe",7,"Crepipatella dilatata","Beagle",3
"129","modspe",8,"Fissurella oriens","Beagle",3
"130","modspe",9,"Gaimardia trapesina","Beagle",3
"131","modspe",10,"Halicarcinus planatus","Beagle",2
"132","modspe",11,"Margarella violacea","Beagle",3
"133","modspe",12,"Nacella mytilina","Beagle",2
"134","modspe",14,"Pareuthria fuscata","Beagle",3
"135","modspe",15,"Plaxiphora sp.","Beagle",3
"136","modspe",17,"Serpulidae","Beagle",3
"137","modspe",18,"Trophon geversianus","Beagle",3
"138","modspe",19,"Balanus sp.","Beagle",3
"139","modspe",20,"Nacella magellanica","Beagle",2
"140","modspe",22,"Eurhomalea exalbida","Beagle",3
"141","modspe",23,"Eurypodius latreillii","Beagle",5
"142","modspe",24,"Xymenopsis muriciformis","Beagle",3
"143","modspe",25,"Hiatella arctica","Beagle",3
"144","modspe",29,"Nacella deaurata","Beagle",2
"145","modspe",30,"Notochthamalus scabrosus","Beagle",3
"146","modspe",32,"Polyplacophora","Beagle",2
"147","modspe",33,"Siphonaria lessoni","Beagle",2
"148","modspe",34,"Membranipora isabelleana","Beagle",3
"149","modspe",35,"Calanus australis","Beagle",1
"150","modspe",36,"Oncaea curvata","Beagle",1
"151","modspe",37,"Paracalanus parvus","Beagle",1
"152","modspe",38,"Tisbe sp.","Beagle",1
"153","modspe",39,"Copepoda","Beagle",1
"154","modspe",40,"Harpagifer bispinis","Beagle",2
"155","modspe",41,"Patagonotothen cornucola","Beagle",5
"156","modspe",43,"Ulva sp.","Beagle",2
"157","modspe",44,"Nemertea","Beagle",2
"158","modspe",45,"Ulva rigida","Beagle",2
"159","modspe",47,"Dissostichus eleginoides","Beagle",5
"160","modspe",48,"Patagonotothen longipes ramsayi","Beagle",5
"161","modspe",49,"Polychaeta","Beagle",5
"162","modspe",50,"Euphausiacea","Beagle",5
"163","modspe",51,"Cephalopoda","Beagle",5
"164","modspe",53,"Peltarion spinosulum","Beagle",5
"165","modspe",54,"Genypterus blacodes","Beagle",5
"166","modspe",56,"Merluccius hubbsi","Beagle",5
"167","modspe",57,"Bathyraja brachyurops","Beagle",5
"168","modspe",58,"Cottoperca gobio","Beagle",5
"169","modspe",59,"Lithodes santolla","Beagle",3
"170","modspe",60,"Myxine glutinosa","Beagle",5
"171","modspe",61,"Bathyraja griseocauda","Beagle",5
"172","modspe",62,"Patagonotothen brevícauda brevicauda","Beagle",5
"173","modspe",63,"Patagonotothen sima","Beagle",5
"174","modspe",64,"Patagonotothen tessellata","Beagle",5
"175","modspe",65,"Campylonotus vagans","Beagle",5
"176","modspe",66,"Diatomea","Beagle",1
"177","modspe",67,"Arbacia dufresnii","Beagle",3
"178","modspe",68,"Fissurella picta","Beagle",2
"179","modspe",69,"Fusitriton magellanicus","Beagle",3
"180","modspe",70,"Loxechinus albus","Beagle",2
"181","modspe",71,"Necromass","Beagle",5
"182","modspe",72,"Paralomis granulosa","Beagle",3
"183","modspe",74,"Notobalanus flosculus","Beagle",3
"184","modspe",75,"Actinaria","Beagle",1
"185","modspe",76,"Bathyraja albomaculata","Beagle",5
"186","modspe",77,"Salilota australis","Beagle",5
"187","modspe",78,"Salpidae","Beagle",1
"188","modspe",79,"Ophiuroidea","Beagle",5
"189","modspe",80,"Acartia tonsa ","Beagle",1
"190","modspe",81,"Ctenophora","Beagle",1
"191","modspe",82,"Oithona similis ","Beagle",1
"192","modspe",83,"Austroregia huxleyana","Beagle",2
"193","modspe",84,"Ceramium diaphanum","Beagle",2
"194","modspe",85,"Jassa alonsoae","Beagle",2
"195","modspe",86,"Orbiniidae","Beagle",4
"196","modspe",87,"Polynoidae","Beagle",1
"197","modspe",89,"Macroalgae","Beagle",3
"198","modspe",91,"Porifera","Beagle",1
"199","modspe",92,"Adenocystis utricularis","Beagle",2
"200","modspe",93,"Callophyllis pinnata","Beagle",2
"201","modspe",94,"Nothogenia fastigiata","Beagle",2
"202","modspe",95,"Scytothamnus fasciculatus","Beagle",2
"203","modspe",96,"Gondogeneia antarctica","Beagle",2
"204","modspe",97,"Laevilitorina caliginosa","Beagle",2
"205","modspe",99,"Nematoda","Beagle",4
"206","modspe",101,"Obelia sp.","Beagle",1
"207","modspe",102,"Bryozoa","Beagle",1
"208","modspe",103,"Nereididae ","Beagle",4
"209","modspe",104,"Champsocephalus esox ","Beagle",5
"210","modspe",105,"Aurelia aurita","Beagle",1
"211","modspe",106,"Chthamalus sp.","Beagle",3
"212","modspe",107,"Asterina fimbriata","Beagle",3
"213","modspe",108,"Austrolycus depressiceps","Beagle",2
"214","modspe",109,"Bathybiaster loripes","Beagle",4
"215","modspe",110,"Bathyraja magellanica","Beagle",5
"216","modspe",111,"Centropages brachiatus ","Beagle",1
"217","modspe",112,"Clausocalanus brevipes ","Beagle",1
"218","modspe",114,"Drepanopus forcipatus","Beagle",1
"219","modspe",116,"Galaxias maculatus","Beagle",1
"220","modspe",117,"Glabraster antarctica","Beagle",1
"221","modspe",118,"Ophiophragmus chilensis","Beagle",3
"222","modspe",119,"Schroederichthys bivius","Beagle",5
"223","modspe",120,"Squalus acanthias","Beagle",5
"224","modcon",5,"Amphipoda","Beagle",5
"225","modcon",13,"Pagurus sp.","Beagle",5
"226","modcon",16,"Pseudechinus magellanicus","Beagle",3
"227","modcon",21,"Ascidiacea","Beagle",3
"228","modcon",26,"Isopoda","Beagle",2
"229","modcon",27,"Munida gregaria","Beagle",5
"230","modcon",28,"Mytilus edulis","Beagle",3
"231","modcon",31,"Perumytilus purpuratus","Beagle",3
"232","modcon",42,"Anasterias antarctica","Beagle",3
"233","modcon",46,"Aged detritus","Beagle",4
"234","modcon",52,"Onuphidae","Beagle",2
"235","modcon",55,"Maldanidae","Beagle",4
"236","modcon",73,"Priapulida","Beagle",4
"237","modcon",88,"Spionidae","Beagle",4
"238","modcon",90,"Zygochlamys patagonica","Beagle",1
"239","modcon",98,"Exosphaeroma gigas","Beagle",3
"240","modcon",100,"Paranotothenia magellanica","Beagle",1
"241","modcon",115,"Eleginops maclovinus","Beagle",2
