"","Size","Top","Basal","Omnivory","Links","LD","Connectance","PathLength","Clustering","Cannib","TLmean","TLmax","Components","Q","rQ","mTI","rTI","Modularity","QSS","Network"
"1",121,11,33,0.43801652892562,564,4.66115702479339,0.03852195888259,1.94053708439898,0.117240668179006,0,2.19154641376362,4.36110408065219,1,0.58915679,0.471154134363232,2.19154641376362,0.765081119634731,0.374393264926312,0.0892,"Potter"
"2",120,16,16,0.525,673,5.60833333333333,0.0467361111111111,2.1789247311828,0.198613174839029,0,2.36292222314121,3.68290143402338,1,0.54418663,0.39081760916717,2.36292222314121,0.666171851320589,0.374647019731569,0.015,"Beagle"
