"","Size","Top","Basal","Omnivory","Links","LD","Connectance","PathLength","Clustering","Cannib","TLmean","TLmax","Components","Q","rQ","mTI","rTI","Modularity","QSS","Network"
"1",110,6,30,0.463636363636364,649,5.9,0.0536363636363636,2.33685380767093,0.184956843403206,0,2.22182027702584,4.4196603303716,1,0.64538294,0.489489123416657,2.22182027702584,0.742695917708216,0.288440673217775,0.0354,"Potter"
"2",145,11,36,0.551724137931034,1115,7.68965517241379,0.0530321046373365,2.12108935404006,0.222672977236872,0,2.37681074114305,4.12097336399186,1,0.64085804,0.416406790168244,2.37681074114305,0.672889939958478,0.305766454181665,2e-04,"Beagle"
