Predator	Prey
Lithodes santolla	Bivalvia
Lithodes santolla	Bryozoa
Lithodes santolla	Calliostoma nudum
Lithodes santolla	Fissurella picta
Lithodes santolla	Gastropoda
Lithodes santolla	Gastropoda
Lithodes santolla	Halicarcinus planatus 
Lithodes santolla	Halicarcinus planatus 
Lithodes santolla	Hiatella arctica
Lithodes santolla	Hydrozoa
Lithodes santolla	Hydrozoa
Lithodes santolla	Isopoda
Lithodes santolla	Isopoda
Lithodes santolla	Macroalgae
Lithodes santolla	Macroalgae
Lithodes santolla	Macrocystis pyrifera
Lithodes santolla	Margarella violacea
Lithodes santolla	Membranipora isabelleana
Lithodes santolla	Munida gregaria
Lithodes santolla	Munida gregaria
Lithodes santolla	Munida gregaria
Lithodes santolla	Munida gregaria
Lithodes santolla	Mytilus edulis chilensis
Lithodes santolla	Necromass
Lithodes santolla	Ophiuroidea
Lithodes santolla	Pagurus comptus
Lithodes santolla	Pagurus comptus
Lithodes santolla	Peltarion spinosulum
Lithodes santolla	Polychaeta
Lithodes santolla	Polyplacophora
Lithodes santolla	Porifera
Lithodes santolla	Pseudechinus magellanicus
Lithodes santolla	Pseudechinus magellanicus
Lithodes santolla	Pseudechinus magellanicus
Lithodes santolla	Pseudechinus magellanicus
Lithodes santolla	Serpulidae
Lithodes santolla	Tonicia sp.
Lithodes santolla	Zooplankton
Lithodes santolla	Zooplankton
Lithodes santolla	Copepoda
Lithodes santolla	Copepoda
Loxechinus albus	Ulva sp.
Loxechinus albus	Halopteris sp.
Loxechinus albus	Hydrozoa
Loxechinus albus	Macrocystis pyrifera
Loxechinus albus	Macrocystis pyrifera
Loxechinus albus	Macrocystis pyrifera
Loxechinus albus	Ulva sp.
Loxechinus albus	Ulva sp.
Loxechinus albus	Ulva sp.
Macruronus magellanicus	Cephalopoda
Macruronus magellanicus	Cephalopoda
Macruronus magellanicus	Ctenophora
Macruronus magellanicus	Ctenophora
Macruronus magellanicus	Euphausiacea
Macruronus magellanicus	Euphausiacea
Macruronus magellanicus	Euphausiacea
Macruronus magellanicus	Euphausiacea
Macruronus magellanicus	Gammaridea
Macruronus magellanicus	Gastropoda
Macruronus magellanicus	Hyperiidea
Macruronus magellanicus	Hyperiidea
Macruronus magellanicus	Macruronus magellanicus
Macruronus magellanicus	Merluccius hubbsi
Macruronus magellanicus	Munida gregaria
Macruronus magellanicus	Munida gregaria
Macruronus magellanicus	Munida gregaria
Macruronus magellanicus	Myxine glutinosa
Macruronus magellanicus	Patagonotothen ramsayi
Macruronus magellanicus	Salilota australis
Macruronus magellanicus	Sprattus fuegensis
Macruronus magellanicus	Sprattus fuegensis
Macruronus magellanicus	Copepoda
Macruronus magellanicus	Hyperiidea
Macruronus magellanicus	Euphausiacea
Macruronus magellanicus	Cephalopoda
Macruronus magellanicus	Patagonotothen ramsayi
Macruronus magellanicus	Zooplankton
Macruronus magellanicus	Sprattus fuegensis
Macruronus magellanicus	Munida gregaria
Margarella violacea	Macroalgae
Margarella violacea	Macrocystis pyrifera
Margarella violacea	Macrocystis pyrifera
Margarella violacea	Macrocystis pyrifera
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Fresh detritus
Membranipora isabelleana	Fresh detritus
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Fresh detritus
Membranipora isabelleana	Fresh detritus
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Phytoplankton
Membranipora isabelleana	Fresh detritus
Membranipora isabelleana	Phytoplankton
Merluccius hubbsi	Amphipoda
Merluccius hubbsi	Amphipoda
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Euphausiacea
Merluccius hubbsi	Euphausiacea
Merluccius hubbsi	Euphausiacea
Merluccius hubbsi	Euphausiacea
Merluccius hubbsi	Holothuroidea
Merluccius hubbsi	Macruronus magellanicus
Merluccius hubbsi	Merluccius hubbsi
Merluccius hubbsi	Merluccius hubbsi
Merluccius hubbsi	Merluccius hubbsi
Merluccius hubbsi	Merluccius hubbsi
Merluccius hubbsi	Merluccius hubbsi
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Munida gregaria
Merluccius hubbsi	Ophiuroidea
Merluccius hubbsi	Polychaeta
Merluccius hubbsi	Porifera
Merluccius hubbsi	Salilota australis
Merluccius hubbsi	Sprattus fuegensis
Merluccius hubbsi	Stromateus brasiliensis
Merluccius hubbsi	Zooplankton
Merluccius hubbsi	Hyperiidea
Merluccius hubbsi	Euphausiacea
Merluccius hubbsi	Patagonotothen ramsayi
Merluccius hubbsi	Cephalopoda
Merluccius hubbsi	Zooplankton
Merluccius hubbsi	Sprattus fuegensis
Merluccius hubbsi	Munida gregaria
Munida gregaria	Adenocystis utricularis
Munida gregaria	Aged detritus
Munida gregaria	Aged detritus
Munida gregaria	Amphipoda
Munida gregaria	Ballia sp.
Munida gregaria	Ballia sp.
Munida gregaria	Bivalvia
Munida gregaria	Bivalvia
Munida gregaria	Bostrychia sp.
Munida gregaria	Bryozoa
Munida gregaria	Callophyllis pinnata
Munida gregaria	Ceramium diaphanum
Munida gregaria	Ceramium sp.
Munida gregaria	Cladophora sp.
Munida gregaria	Cladophora sp.
Munida gregaria	Crustacea
Munida gregaria	Crustacea
Munida gregaria	Delesseriaceae 
Munida gregaria	Desmarestia sp.
Munida gregaria	Ectocarpus sp.
Munida gregaria	Ulva sp.
Munida gregaria	Fresh detritus
Munida gregaria	Fresh detritus
Munida gregaria	Fresh detritus
Munida gregaria	Fresh detritus
Munida gregaria	Gastropoda
Munida gregaria	Gastropoda
Munida gregaria	Griffithsia sp.
Munida gregaria	Griffithsia sp.
Munida gregaria	Halopteris sp.
Munida gregaria	Hincksia sp.
Munida gregaria	Hydrozoa
Munida gregaria	Hydrozoa
Munida gregaria	Hymenena sp.
Munida gregaria	Isopoda
Munida gregaria	Macroalgae
Munida gregaria	Macrocystis pyrifera
Munida gregaria	Monostroma sp.
Munida gregaria	Munida gregaria
Munida gregaria	Munida gregaria
Munida gregaria	Munida gregaria
Munida gregaria	Myriogramme sp.
Munida gregaria	Necromass
Munida gregaria	Necromass
Munida gregaria	Necromass
Munida gregaria	Nothogenia fastigiata
Munida gregaria	Ostracoda
Munida gregaria	Ostracoda
Munida gregaria	Phytoplankton
Munida gregaria	Phytoplankton
Munida gregaria	Phytoplankton
Munida gregaria	Polychaeta
Munida gregaria	Polychaeta
Munida gregaria	Polychaeta
Munida gregaria	Porifera
Munida gregaria	Porifera
Munida gregaria	Porifera
Munida gregaria	Rhizoclonium sp.
Munida gregaria	Scytothamus fasciculatus
Munida gregaria	Sphacelaria sp.
Munida gregaria	Sphacelaria sp.
Munida gregaria	Trailliella sp.
Munida gregaria	Trailliella sp.
Munida gregaria	Ulva rigida
Munida gregaria	Ulva sp.
Munida gregaria	Zooplankton
Munida gregaria	Zooplankton
Munida gregaria	Zooplankton
Munida gregaria	Diatomea
Munida gregaria	Diatomea
Munida gregaria	Diatomea
Munida gregaria	Copepoda
Munida gregaria	Fresh detritus
Munida gregaria	Oligochaeta
Munida gregaria	Oligochaeta
Mytilus edulis chilensis	Fresh detritus
Mytilus edulis chilensis	Fresh detritus
Mytilus edulis chilensis	Fresh detritus
Mytilus edulis chilensis	Fresh detritus
Mytilus edulis chilensis	Fresh detritus
Mytilus edulis chilensis	Phytoplankton
Mytilus edulis chilensis	Phytoplankton
Mytilus edulis chilensis	Phytoplankton
Mytilus edulis chilensis	Serpulidae
Mytilus edulis chilensis	Ulva sp.
Mytilus edulis chilensis	Zooplankton
Mytilus edulis chilensis	Diatomea
Mytilus edulis chilensis	Fresh detritus
Myxine glutinosa	Nemertea
Myxine glutinosa	Amphipoda
Myxine glutinosa	Bivalvia
Myxine glutinosa	Crustacea
Myxine glutinosa	Gastropoda
Myxine glutinosa	Necromass
Myxine glutinosa	Polychaeta
Myxine glutinosa	Polychaeta
Myxine glutinosa	Priapulida
Myxine glutinosa	Nemertea
Nacella deaurata	Adenocystis utricularis
Nacella deaurata	Adenocystis utricularis
Nacella deaurata	Ballia sp.
Nacella deaurata	Bostrychia sp.
Nacella deaurata	Callophyllis pinnata
Nacella deaurata	Ceramium diaphanum
Nacella deaurata	Ceramium sp.
Nacella deaurata	Ectocarpus sp.
Nacella deaurata	Ulva sp.
Nacella deaurata	Halopteris sp.
Nacella deaurata	Laevilitorina caliginosa
Nacella deaurata	Macrocystis pyrifera
Nacella deaurata	Margarella violacea
Nacella deaurata	Mytilus edulis chilensis
Nacella deaurata	Nothogenia fastigiata
Nacella deaurata	Nothogenia fastigiata
Nacella deaurata	Ostracoda
Nacella deaurata	Ostracoda
Nacella deaurata	Phytoplankton
Nacella deaurata	Phytoplankton
Nacella deaurata	Polysiphonia sp.
Nacella deaurata	Rhizoclonium sp.
Nacella deaurata	Scytothamus fasciculatus
Nacella deaurata	Ulva rigida
Nacella deaurata	Ulva sp.
Nacella deaurata	Zooplankton
Nacella deaurata	Zooplankton
Nacella deaurata	Diatomea
Nacella deaurata	Fresh detritus
Nacella magellanica	Adenocystis utricularis
Nacella magellanica	Amphipoda
Nacella magellanica	Ballia sp.
Nacella magellanica	Bostrychia sp.
Nacella magellanica	Ceramium sp.
Nacella magellanica	Ectocarpus sp.
Nacella magellanica	Halopteris sp.
Nacella magellanica	Laevilitorina caliginosa
Nacella magellanica	Laevilitorina caliginosa
Nacella magellanica	Macrocystis pyrifera
Nacella magellanica	Macrocystis pyrifera
Nacella magellanica	Margarella violacea
Nacella magellanica	Mytilus edulis chilensis
Nacella magellanica	Mytilus edulis chilensis
Nacella magellanica	Nothogenia fastigiata
Nacella magellanica	Notochthamalus scabrosus 
Nacella magellanica	Ostracoda
Nacella magellanica	Phytoplankton
Nacella magellanica	Phytoplankton
Nacella magellanica	Phytoplankton
Nacella magellanica	Polysiphonia sp.
Nacella magellanica	Rhizoclonium sp.
Nacella magellanica	Ulva sp.
Nacella magellanica	Zooplankton
Nacella magellanica	Zooplankton
Nacella magellanica	Diatomea
Nacella mytilina	Macrocystis pyrifera
Nacella mytilina	Macrocystis pyrifera
Nacella mytilina	Macrocystis pyrifera
Nacella mytilina	Phytoplankton
Nemertea	Oligochaeta
Nemertea	Nemertea
Nemertea	Aged detritus
Nemertea	Necromass
Nemertea	Gammaridea
Nemertea	Nereididae
Nemertea	Polynoidae
Nemertea	Terebellidae
Nemertea	Copepoda
Nemertea	Isopoda
Nemertea	Nacella deaurata
Nemertea	Perumytilus purpuratus
Nemertea	Polyplacophora
Nemertea	Siphonaria lessonii
Nereididae	Oligochaeta
Nereididae	Aged detritus
Nereididae	Necromass
Nereididae	Aged detritus
Nereididae	Aged detritus
Nereididae	Cumacea
Nereididae	Gammaridea
Nereididae	Hydrozoa
Nereididae	Nereididae
Nereididae	Ulva sp.
Nereididae	Zooplankton
Nereididae	Diatomea
Nereididae	Aged detritus
Nereididae	Fresh detritus
Nereididae	Aged detritus
Nereididae	Diatomea
Nereididae	Fresh detritus
Nereididae	Oligochaeta
Notobalanus flosculus	Phytoplankton
Notobalanus flosculus	Diatomea
Notobalanus flosculus	Fresh detritus
Notochthamalus scabrosus 	Phytoplankton
Notochthamalus scabrosus 	Zooplankton
Notochthamalus scabrosus 	Fresh detritus
Odontesthes nigricans	Amphipoda
Odontesthes nigricans	Amphipoda
Odontesthes nigricans	Bivalvia
Odontesthes nigricans	Euphausiacea
Odontesthes nigricans	Galaxias maculatus
Odontesthes nigricans	Gastropoda
Odontesthes nigricans	Hydrozoa
Odontesthes nigricans	Isopoda
Odontesthes nigricans	Isopoda
Odontesthes nigricans	Macroalgae
Odontesthes nigricans	Munida gregaria
Odontesthes nigricans	Polychaeta
Odontesthes nigricans	Polychaeta
Odontesthes nigricans	Copepoda
Oligochaeta	Aged detritus
Oligochaeta	Aged detritus
Ophiuroidea	Cumacea
Ophiuroidea	Echiura
Ophiuroidea	Euphausiacea
Ophiuroidea	Fresh detritus
Ophiuroidea	Gammaridea
Ophiuroidea	Gammaridea
Ophiuroidea	Hydrozoa
Ophiuroidea	Ostracoda
Ophiuroidea	Phytoplankton
Ophiuroidea	Phytoplankton
Ophiuroidea	Polychaeta
Ophiuroidea	Polynoidae
Ophiuroidea	Polynoidae
Ophiuroidea	Zooplankton
Ophiuroidea	Zooplankton
Ophiuroidea	Diatomea
Ophiuroidea	Fresh detritus
Ostracoda	Aged detritus
Ostracoda	Phytoplankton
Ostracoda	Zooplankton
Ostracoda	Fresh detritus
Ostracoda	Diatomea
Ostracoda	Fresh detritus
Ostracoda	Diatomea
Ostracoda	Phytoplankton
Ostracoda	Fresh detritus
Ostracoda	Zooplankton
Ostracoda	Fresh detritus
Ostracoda	Phytoplankton
Ostracoda	Zooplankton
Ostracoda	Diatomea
Ostracoda	Fresh detritus
Pagurus comptus	Aged detritus
Pagurus comptus	Aged detritus
Pagurus comptus	Aged detritus
Pagurus comptus	Aged detritus
Pagurus comptus	Aged detritus
Pagurus comptus	Amphipoda
Pagurus comptus	Bivalvia
Pagurus comptus	Crustacea
Pagurus comptus	Glyceridae
Pagurus comptus	Hydrozoa
Pagurus comptus	Hydrozoa
Pagurus comptus	Isopoda
Pagurus comptus	Macroalgae
Pagurus comptus	Membranipora isabelleana
Pagurus comptus	Mytilus edulis chilensis
Pagurus comptus	Mytilus edulis chilensis
Pagurus comptus	Mytilus edulis chilensis
Pagurus comptus	Necromass
Pagurus comptus	Necromass
Pagurus comptus	Necromass
Pagurus comptus	Ostracoda
Pagurus comptus	Ostracoda
Pagurus comptus	Phytoplankton
Pagurus comptus	Phytoplankton
Pagurus comptus	Phytoplankton
Pagurus comptus	Polychaeta
Pagurus comptus	Polychaeta
Pagurus comptus	Polychaeta
Pagurus comptus	Polychaeta
Pagurus comptus	Pseudechinus magellanicus
Pagurus comptus	Pseudechinus magellanicus
Pagurus comptus	Zooplankton
Pagurus comptus	Zooplankton
Pagurus comptus	Zooplankton
Pagurus comptus	Diatomea
Pagurus comptus	Copepoda
Paralomis granulosa	Aulacomya atra
Paralomis granulosa	Aulacomya atra
Paralomis granulosa	Bivalvia
Paralomis granulosa	Bivalvia
Paralomis granulosa	Bryozoa
Paralomis granulosa	Calliostoma nudum
Paralomis granulosa	Calliostoma nudum
Paralomis granulosa	Cirripedia
Paralomis granulosa	Crustacea
Paralomis granulosa	Fissurella picta
Paralomis granulosa	Fissurella picta
Paralomis granulosa	Gastropoda
Paralomis granulosa	Gastropoda
Paralomis granulosa	Hiatella arctica
Paralomis granulosa	Hiatella arctica
Paralomis granulosa	Hydrozoa
Paralomis granulosa	Hydrozoa
Paralomis granulosa	Isopoda
Paralomis granulosa	Macroalgae
Paralomis granulosa	Macroalgae
Paralomis granulosa	Macrocystis pyrifera
Paralomis granulosa	Margarella violacea
Paralomis granulosa	Margarella violacea
Paralomis granulosa	Membranipora isabelleana
Paralomis granulosa	Membranipora isabelleana
Paralomis granulosa	Munida gregaria
Paralomis granulosa	Mytilus edulis chilensis
Paralomis granulosa	Mytilus edulis chilensis
Paralomis granulosa	Ostracoda
Paralomis granulosa	Pagurus comptus
Paralomis granulosa	Polychaeta
Paralomis granulosa	Polychaeta
Paralomis granulosa	Pseudechinus magellanicus
Paralomis granulosa	Pseudechinus magellanicus
Paralomis granulosa	Tonicia sp.
Paralomis granulosa	Zooplankton
Paralomis granulosa	Zooplankton
Paralomis granulosa	Copepoda
Paranotothenia magellanica	Amphipoda
Paranotothenia magellanica	Amphipoda
Paranotothenia magellanica	Bryozoa
Paranotothenia magellanica	Cephalopoda
Paranotothenia magellanica	Eurypodius latreillii
Paranotothenia magellanica	Exosphaeroma gigas
Paranotothenia magellanica	Gaimardia trapesina
Paranotothenia magellanica	Hydrozoa
Paranotothenia magellanica	Isopoda
Paranotothenia magellanica	Isopoda
Paranotothenia magellanica	Laevilitorina caliginosa
Paranotothenia magellanica	Laevilitorina caliginosa
Paranotothenia magellanica	Macroalgae
Paranotothenia magellanica	Munida gregaria
Paranotothenia magellanica	Polychaeta
Paranotothenia magellanica	Polychaeta
Paranotothenia magellanica	Copepoda
Pareuthria fuscata	Aged detritus
Pareuthria fuscata	Fresh detritus
Pareuthria fuscata	Necromass
Pareuthria fuscata	Necromass
Pareuthria fuscata	Fresh detritus
Patagonotothen brevicauda brevicauda	Amphipoda
Patagonotothen brevicauda brevicauda	Halicarcinus planatus 
Patagonotothen brevicauda brevicauda	Munida gregaria
Patagonotothen brevicauda brevicauda	Patagonotothen cornucola
Patagonotothen brevicauda brevicauda	Polychaeta
Patagonotothen brevicauda brevicauda	Copepoda
Patagonotothen cornucola	Acanthocyclus albatrossis
Patagonotothen cornucola	Amphipoda
Patagonotothen cornucola	Amphipoda
Patagonotothen cornucola	Ceramium sp.
Patagonotothen cornucola	Exosphaeroma gigas
Patagonotothen cornucola	Exosphaeroma gigas
Patagonotothen cornucola	Gammaridea
Patagonotothen cornucola	Gastropoda
Patagonotothen cornucola	Halicarcinus planatus 
Patagonotothen cornucola	Hydrozoa
Patagonotothen cornucola	Isopoda
Patagonotothen cornucola	Isopoda
Patagonotothen cornucola	Munida gregaria
Patagonotothen cornucola	Mytilus edulis chilensis
Patagonotothen cornucola	Nereididae
Patagonotothen cornucola	Nereididae
Patagonotothen cornucola	Nereididae
Patagonotothen cornucola	Ostracoda
Patagonotothen cornucola	Ostracoda
Patagonotothen cornucola	Polychaeta
Patagonotothen cornucola	Polychaeta
Patagonotothen cornucola	Polychaeta
Patagonotothen cornucola	Polynoidae
Patagonotothen cornucola	Polynoidae
Patagonotothen cornucola	Polynoidae
Patagonotothen cornucola	Polysiphonia sp.
Patagonotothen cornucola	Porphyra sp.
Patagonotothen cornucola	Rhizoclonium sp.
Patagonotothen cornucola	Tanaidacea
Patagonotothen cornucola	Copepoda
Patagonotothen cornucola	Copepoda
Patagonotothen longipes	Amphipoda
Patagonotothen longipes	Amphipoda
Patagonotothen longipes	Euphausiacea
Patagonotothen longipes	Exosphaeroma gigas
Patagonotothen longipes	Halicarcinus planatus 
Patagonotothen longipes	Isopoda
Patagonotothen longipes	Munida gregaria
Patagonotothen longipes	Mytilus edulis chilensis
Patagonotothen longipes	Nereididae
Patagonotothen longipes	Ostracoda
Patagonotothen longipes	Polychaeta
Patagonotothen longipes	Porphyra sp.
Patagonotothen longipes	Copepoda
Patagonotothen ramsayi	Amphipoda
Patagonotothen ramsayi	Amphipoda
Patagonotothen ramsayi	Amphipoda
Patagonotothen ramsayi	Bivalvia
Patagonotothen ramsayi	Campylonotus vagans
Patagonotothen ramsayi	Cephalopoda
Patagonotothen ramsayi	Cephalopoda
Patagonotothen ramsayi	Cephalopoda
Patagonotothen ramsayi	Cephalopoda
Patagonotothen ramsayi	Crustacea
Patagonotothen ramsayi	Crustacea
Patagonotothen ramsayi	Ctenophora
Patagonotothen ramsayi	Euphausiacea
Patagonotothen ramsayi	Euphausiacea
Patagonotothen ramsayi	Eurypodius latreillii
Patagonotothen ramsayi	Gastropoda
Patagonotothen ramsayi	Gastropoda
Patagonotothen ramsayi	Holothuroidea
Patagonotothen ramsayi	Isopoda
Patagonotothen ramsayi	Isopoda
Patagonotothen ramsayi	Munida gregaria
Patagonotothen ramsayi	Munida gregaria
Patagonotothen ramsayi	Munida gregaria
Patagonotothen ramsayi	Munida gregaria
Patagonotothen ramsayi	Necromass
Patagonotothen ramsayi	Ophiuroidea
Patagonotothen ramsayi	Ophiuroidea
Patagonotothen ramsayi	Pagurus comptus
Patagonotothen ramsayi	Patagonotothen ramsayi
Patagonotothen ramsayi	Patagonotothen tessellata
Patagonotothen ramsayi	Peltarion spinosulum
Patagonotothen ramsayi	Polychaeta
Patagonotothen ramsayi	Polychaeta
Patagonotothen ramsayi	Polychaeta
Patagonotothen ramsayi	Zygochlamys patagonica
Patagonotothen ramsayi	Copepoda
Patagonotothen ramsayi	Copepoda
Patagonotothen ramsayi	Hyperiidea
Patagonotothen ramsayi	Euphausiacea
Patagonotothen ramsayi	Polychaeta
Patagonotothen ramsayi	Gammaridea
Patagonotothen ramsayi	Isopoda
Patagonotothen ramsayi	Patagonotothen ramsayi
Patagonotothen ramsayi	Cephalopoda
Patagonotothen ramsayi	Zooplankton
Patagonotothen ramsayi	Sprattus fuegensis
Patagonotothen ramsayi	Munida gregaria
Patagonotothen sima	Amphipoda
Patagonotothen sima	Isopoda
Patagonotothen sima	Munida gregaria
Patagonotothen sima	Polychaeta
Patagonotothen sima	Copepoda
Patagonotothen sp.	Amphipoda
Patagonotothen sp.	Isopoda
Patagonotothen sp.	Munida gregaria
Patagonotothen sp.	Polychaeta
Patagonotothen sp.	Zooplankton
Patagonotothen sp.	Copepoda
Patagonotothen tessellata	Adenocystis utricularis
Patagonotothen tessellata	Amphipoda
Patagonotothen tessellata	Amphipoda
Patagonotothen tessellata	Amphipoda
Patagonotothen tessellata	Anasterias antarctica
Patagonotothen tessellata	Callophyllis pinnata
Patagonotothen tessellata	Cephalopoda
Patagonotothen tessellata	Cephalopoda
Patagonotothen tessellata	Ceramium diaphanum
Patagonotothen tessellata	Cirratulidae
Patagonotothen tessellata	Ulva sp.
Patagonotothen tessellata	Euphausiacea
Patagonotothen tessellata	Exosphaeroma gigas
Patagonotothen tessellata	Gastropoda
Patagonotothen tessellata	Gastropoda
Patagonotothen tessellata	Halicarcinus planatus 
Patagonotothen tessellata	Hydrozoa
Patagonotothen tessellata	Isopoda
Patagonotothen tessellata	Isopoda
Patagonotothen tessellata	Isopoda
Patagonotothen tessellata	Isopoda
Patagonotothen tessellata	Macrocystis pyrifera
Patagonotothen tessellata	Munida gregaria
Patagonotothen tessellata	Munida gregaria
Patagonotothen tessellata	Munida gregaria
Patagonotothen tessellata	Mytilus edulis chilensis
Patagonotothen tessellata	Nacella deaurata
Patagonotothen tessellata	Nemertea
Patagonotothen tessellata	Nereididae
Patagonotothen tessellata	Nothogenia fastigiata
Patagonotothen tessellata	Ophiuroidea
Patagonotothen tessellata	Polychaeta
Patagonotothen tessellata	Polychaeta
Patagonotothen tessellata	Polychaeta
Patagonotothen tessellata	Polynoidae
Patagonotothen tessellata	Polyplacophora
Patagonotothen tessellata	Scytothamus fasciculatus
Patagonotothen tessellata	Siphonaria lessonii
Patagonotothen tessellata	Trophon geversianus
Patagonotothen tessellata	Ulva rigida
Patagonotothen tessellata	Xymenopsis muriciformis 
Patagonotothen tessellata	Zygochlamys patagonica
Patagonotothen tessellata	Copepoda
Patagonotothen tessellata	Copepoda
Peltarion spinosulum	Aulacomya atra
Peltarion spinosulum	Bivalvia
Peltarion spinosulum	Calliostoma nudum
Peltarion spinosulum	Crustacea
Peltarion spinosulum	Fissurella picta
Peltarion spinosulum	Gastropoda
Peltarion spinosulum	Hiatella arctica
Peltarion spinosulum	Hydrozoa
Peltarion spinosulum	Macroalgae
Peltarion spinosulum	Margarella violacea
Peltarion spinosulum	Membranipora isabelleana
Peltarion spinosulum	Munida gregaria
Peltarion spinosulum	Mytilus edulis chilensis
Peltarion spinosulum	Polychaeta
Peltarion spinosulum	Pseudechinus magellanicus
Peltarion spinosulum	Zooplankton
Peltarion spinosulum	Copepoda
Perumytilus purpuratus	Fresh detritus
Perumytilus purpuratus	Phytoplankton
Perumytilus purpuratus	Zooplankton
Perumytilus purpuratus	Fresh detritus
Plaxiphora sp.	Macrocystis pyrifera
Plaxiphora sp.	Macrocystis pyrifera
Plaxiphora sp.	Phytoplankton
Polychaeta	Aged detritus
Polychaeta	Necromass
Polychaeta	Ostracoda
Polychaeta	Cumacea
Polychaeta	Euphausiacea
Polychaeta	Hyperiidea
Polychaeta	Ostracoda
Polychaeta	Copepoda
Polychaeta	Fresh detritus
Polychaeta	Aged detritus
Polychaeta	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Bryozoa
Polynoidae	Bryozoa
Polynoidae	Copepoda
Polynoidae	Crustacea
Polynoidae	Diatomea
Polynoidae	Diatomea
Polynoidae	Gammaridea
Polynoidae	Gammaridea
Polynoidae	Gammaridea
Polynoidae	Gastropoda
Polynoidae	Hydrozoa
Polynoidae	Hydrozoa
Polynoidae	Necromass
Polynoidae	Nereididae
Polynoidae	Ostracoda
Polynoidae	Ostracoda
Polynoidae	Ostracoda
Polynoidae	Polychaeta
Polynoidae	Polychaeta
Polynoidae	Polychaeta
Polynoidae	Polynoidae
Polynoidae	Polynoidae
Polynoidae	Porifera
Polynoidae	Porifera
Polynoidae	Porifera
Polyplacophora	Adenocystis utricularis
Polyplacophora	Bryozoa
Polyplacophora	Bryozoa
Polyplacophora	Callophyllis pinnata
Polyplacophora	Ceramium diaphanum
Polyplacophora	Diatomea
Polyplacophora	Diatomea
Polyplacophora	Diatomea
Polyplacophora	Ulva sp.
Polyplacophora	Fresh detritus
Polyplacophora	Fresh detritus
Polyplacophora	Fresh detritus
Polyplacophora	Macrocystis pyrifera
Polyplacophora	Macrocystis pyrifera
Polyplacophora	Nothogenia fastigiata
Polyplacophora	Phytoplankton
Polyplacophora	Porifera
Polyplacophora	Porifera
Polyplacophora	Scytothamus fasciculatus
Polyplacophora	Ulva rigida
Polyplacophora	Ulva rigida
Porifera	Fresh detritus
Porifera	Fresh detritus
Porifera	Fresh detritus
Porifera	Diatomea
Priapulida	Nereididae
Priapulida	Polychaeta
Pseudechinus magellanicus	Aged detritus
Pseudechinus magellanicus	Amphipoda
Pseudechinus magellanicus	Amphipoda
Pseudechinus magellanicus	Aulacomya atra
Pseudechinus magellanicus	Aulacomya atra
Pseudechinus magellanicus	Bivalvia
Pseudechinus magellanicus	Blidingia minima
Pseudechinus magellanicus	Bostrychia sp.
Pseudechinus magellanicus	Bryozoa
Pseudechinus magellanicus	Bryozoa
Pseudechinus magellanicus	Ceramium diaphanum
Pseudechinus magellanicus	Ceramium sp.
Pseudechinus magellanicus	Cladophora sp.
Pseudechinus magellanicus	Cumacea
Pseudechinus magellanicus	Delesseriaceae 
Pseudechinus magellanicus	Derbesia sp.
Pseudechinus magellanicus	Ectocarpus sp.
Pseudechinus magellanicus	Ectocarpus sp.
Pseudechinus magellanicus	Exosphaeroma gigas
Pseudechinus magellanicus	Halicarcinus planatus 
Pseudechinus magellanicus	Hincksia sp.
Pseudechinus magellanicus	Hydrozoa
Pseudechinus magellanicus	Macrocystis pyrifera
Pseudechinus magellanicus	Macrocystis pyrifera
Pseudechinus magellanicus	Macrocystis pyrifera
Pseudechinus magellanicus	Macrocystis pyrifera
Pseudechinus magellanicus	Macrocystis pyrifera
Pseudechinus magellanicus	Membranipora isabelleana
Pseudechinus magellanicus	Mytilus edulis chilensis
Pseudechinus magellanicus	Mytilus edulis chilensis
Pseudechinus magellanicus	Ostracoda
Pseudechinus magellanicus	Pareuthria fuscata
Pseudechinus magellanicus	Perumytilus purpuratus
Pseudechinus magellanicus	Phytoplankton
Pseudechinus magellanicus	Polychaeta
Pseudechinus magellanicus	Polychaeta
Pseudechinus magellanicus	Polysiphonia sp.
Pseudechinus magellanicus	Porifera
Pseudechinus magellanicus	Pseudechinus magellanicus
Pseudechinus magellanicus	Rhizoclonium sp.
Pseudechinus magellanicus	Sphacelaria sp.
Pseudechinus magellanicus	Spirorbinae
Pseudechinus magellanicus	Spirorbinae
Pseudechinus magellanicus	Ulothrix sp.
Pseudechinus magellanicus	Ulva sp.
Pseudechinus magellanicus	Zooplankton
Pseudechinus magellanicus	Zooplankton
Pseudechinus magellanicus	Diatomea
Pseudechinus magellanicus	Copepoda
