Predator	Prey
Notothenia coriiceps	Tanaidacea
Notothenia coriiceps	Tanaidacea
Notothenia coriiceps	Tanaidacea
Notothenia coriiceps	Trematocarpus antarcticus
Notothenia coriiceps	Urospora penicilliformis
Notothenia coriiceps	Urospora penicilliformis
Notothenia coriiceps	Nemertea
Notothenia coriiceps	Nemertea
Notothenia rossii	Aged detritus
Notothenia rossii	Aged detritus
Notothenia rossii	Ascidiacea
Notothenia rossii	Bovallia gigantea
Notothenia rossii	Bovallia gigantea
Notothenia rossii	Charcotia obesa
Notothenia rossii	Cheirimedon femoratus
Notothenia rossii	Cheirimedon femoratus
Notothenia rossii	Copepoda
Notothenia rossii	Desmarestia anceps
Notothenia rossii	Desmarestia antarctica
Notothenia rossii	Desmarestia menziesii
Notothenia rossii	Djerboa furcipes
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Euphausia superba
Notothenia rossii	Eurymera monticulosa
Notothenia rossii	Eurymera monticulosa
Notothenia rossii	Gammaridea
Notothenia rossii	Gammaridea
Notothenia rossii	Gammaridea
Notothenia rossii	Gastropoda
Notothenia rossii	Gastropoda
Notothenia rossii	Gastropoda
Notothenia rossii	Gastropoda
Notothenia rossii	Georgiella confluens 
Notothenia rossii	Gigartina skottsbergii
Notothenia rossii	Gitanopsis squamosa
Notothenia rossii	Gondogeneia antarctica
Notothenia rossii	Hippomedon kergueleni
Notothenia rossii	Hippomedon kergueleni
Notothenia rossii	Hydrozoa
Notothenia rossii	Hydrozoa
Notothenia rossii	Hyperiidea
Notothenia rossii	Hyperiidea
Notothenia rossii	Hyperiidea
Notothenia rossii	Iridaea cordata
Notothenia rossii	Lindbergichthys nudifrons
Notothenia rossii	Myriogramme manginii
Notothenia rossii	Nacella concinna
Notothenia rossii	Nereididae
Notothenia rossii	Nereididae
Notothenia rossii	Nereididae
Notothenia rossii	Octopoda
Notothenia rossii	Octopoda
Notothenia rossii	Oradarea bidentata
Notothenia rossii	Orchomenella sp.
Notothenia rossii	Ostracoda
Notothenia rossii	Palmaria decipiens
Notothenia rossii	Paradexamine sp.
Notothenia rossii	Pariphimedia integricauda
Notothenia rossii	Plocamium cartilagineum
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Polychaeta
Notothenia rossii	Probolisca ovata
Notothenia rossii	Prostebbingia gracilis
Notothenia rossii	Prostebbingia sp.
Notothenia rossii	Salpidae
Notothenia rossii	Salpidae
Notothenia rossii	Salpidae
Notothenia rossii	Salpidae
Notothenia rossii	Cumacea
Octopoda	Glyptonotus antarcticus
Octopoda	Hippomedon kergueleni
Octopoda	Polychaeta
Octopoda	Polyplacophora
Octopoda	Sterechinus neumayeri
Octopoda	Sterechinus neumayeri
Odontaster meridionalis	Chalinidae
Odontaster meridionalis	Chalinidae
Odontaster meridionalis	Chalinidae
Odontaster meridionalis	Neobuccinum eatoni
Odontaster meridionalis	Porifera
Odontaster meridionalis	Porifera
Odontaster meridionalis	Rosella antartica
Odontaster meridionalis	Rosella antartica
Odontaster meridionalis	Rosella antartica
Odontaster meridionalis	Rosella antartica
Odontaster meridionalis	Rossella sp.
Odontaster meridionalis	Stylo_Myca
Odontaster meridionalis	Stylo_Myca
Odontaster meridionalis	Stylo_Myca
Odontaster meridionalis	Stylo_Myca
Odontaster validus	Aequiyoldia eightsii
Odontaster validus	Aged detritus
Odontaster validus	Aged detritus
Odontaster validus	Bryozoa
Odontaster validus	Bryozoa
Odontaster validus	Bryozoa
Odontaster validus	Chalinidae
Odontaster validus	Chalinidae
Odontaster validus	Chalinidae
Odontaster validus	Doris kerguelenensis
Odontaster validus	Fresh detritus
Odontaster validus	Fresh detritus
Odontaster validus	Fresh detritus
Odontaster validus	Fresh detritus
Odontaster validus	Gastropoda
Odontaster validus	Gigartina skottsbergii
Odontaster validus	Glyptonotus antarcticus
Odontaster validus	Glyptonotus antarcticus
Odontaster validus	Hydrozoa
Odontaster validus	Hydrozoa
Odontaster validus	Hydrozoa
Odontaster validus	Laternula elliptica
Odontaster validus	Laternula elliptica
Odontaster validus	Laternula elliptica
Odontaster validus	Laternula elliptica
Odontaster validus	Laternula elliptica
Odontaster validus	Laternula elliptica
Odontaster validus	Necromass
Odontaster validus	Necromass
Odontaster validus	Necromass
Odontaster validus	Neobuccinum eatoni
Odontaster validus	Nereididae
Odontaster validus	Ostracoda
Odontaster validus	Ostracoda
Odontaster validus	Palmaria decipiens
Odontaster validus	Polychaeta
Odontaster validus	Polychaeta
Odontaster validus	Porifera
Odontaster validus	Porifera
Odontaster validus	Rosella antartica
Odontaster validus	Rosella antartica
Odontaster validus	Rosella antartica
Odontaster validus	Rosella antartica
Odontaster validus	Rossella sp.
Odontaster validus	Rossella sp.
Odontaster validus	Sterechinus neumayeri
Odontaster validus	Sterechinus neumayeri
Odontaster validus	Sterechinus neumayeri
Odontaster validus	Stylo_Myca
Odontaster validus	Stylo_Myca
Odontaster validus	Stylo_Myca
Odontaster validus	Stylo_Myca
Odontaster validus	Stylo_Myca
Odontaster validus	Benthic Diatomea
Odontaster validus	Benthic Diatomea
Odontaster validus	Benthic Diatomea
Oligochaeta	Aged detritus
Oligochaeta	Aged detritus
Ophionotus victoriae	Nemertea
Ophionotus victoriae	Cumacea
Ophionotus victoriae	Aequiyoldia eightsii
Ophionotus victoriae	Aged detritus
Ophionotus victoriae	Aged detritus
Ophionotus victoriae	Aged detritus
Ophionotus victoriae	Aglaophamus trissophyllus
Ophionotus victoriae	Ascidiacea
Ophionotus victoriae	Ascidiacea
Ophionotus victoriae	Bryozoa
Ophionotus victoriae	Bryozoa
Ophionotus victoriae	Bryozoa
Ophionotus victoriae	Chalinidae
Ophionotus victoriae	Copepoda
Ophionotus victoriae	Copepoda
Ophionotus victoriae	Euphausia superba
Ophionotus victoriae	Euphausia superba
Ophionotus victoriae	Euphausia superba
Ophionotus victoriae	Euphausia superba
Ophionotus victoriae	Fresh detritus
Ophionotus victoriae	Fresh detritus
Ophionotus victoriae	Gammaridea
Ophionotus victoriae	Gastropoda
Ophionotus victoriae	Hydrozoa
Ophionotus victoriae	Hydrozoa
Ophionotus victoriae	Hydrozoa
Ophionotus victoriae	Laternula elliptica
Ophionotus victoriae	Mysida
Ophionotus victoriae	Mysida
Ophionotus victoriae	Mysida
Ophionotus victoriae	Necromass
Ophionotus victoriae	Necromass
Ophionotus victoriae	Necromass
Ophionotus victoriae	Necromass
Ophionotus victoriae	Neobuccinum eatoni
Ophionotus victoriae	Nereididae
Ophionotus victoriae	Ophionotus victoriae
Ophionotus victoriae	Ophionotus victoriae
Ophionotus victoriae	Ostracoda
Ophionotus victoriae	Polychaeta
Ophionotus victoriae	Polychaeta
Ophionotus victoriae	Polychaeta
Ophionotus victoriae	Polynoidae
Ophionotus victoriae	Porifera
Ophionotus victoriae	Porifera
Ophionotus victoriae	Porifera
Ophionotus victoriae	Prostebbingia sp.
Ophionotus victoriae	Rosella antartica
Ophionotus victoriae	Rossella sp.
Ophionotus victoriae	Sterechinus neumayeri
Ophionotus victoriae	Stylo_Myca
Ophionotus victoriae	Stylo_Myca
Ophionotus victoriae	Tanaidacea
Ophionotus victoriae	Benthic Diatomea
Ophionotus victoriae	Benthic Diatomea
Ophionotus victoriae	Benthic Diatomea
Oradarea bidentata	Fresh detritus
Oradarea bidentata	Palmaria decipiens
Oradarea bidentata	Benthic Diatomea
Orchomenella sp.	Aged detritus
Orchomenella sp.	Copepoda
Orchomenella sp.	Fresh detritus
Orchomenella sp.	Necromass
Orchomenella sp.	Necromass
Orchomenella sp.	Necromass
Orchomenella sp.	Necromass
Orchomenella sp.	Necromass
Orchomenella sp.	Porifera
Orchomenella sp.	Benthic Diatomea
Ostracoda	Aged detritus
Ostracoda	Fresh detritus
Ostracoda	Phytoplankton
Ostracoda	Zooplankton
Ostracoda	Benthic Diatomea
Ostracoda	Fresh detritus
Ostracoda	Benthic Diatomea
Ostracoda	Fresh detritus
Ostracoda	Phytoplankton
Ostracoda	Fresh detritus
Ostracoda	Zooplankton
Ostracoda	Fresh detritus
Ostracoda	Phytoplankton
Ostracoda	Zooplankton
Ostracoda	Benthic Diatomea
Parachaenichthys charcoti	Euphausia superba
Parachaenichthys charcoti	Euphausia superba
Parachaenichthys charcoti	Euphausia superba
Parachaenichthys charcoti	Euphausia superba
Parachaenichthys charcoti	Mysida
Paradexamine fissicauda	Fresh detritus
Paradexamine fissicauda	Geminocarpus geminatus
Paradexamine fissicauda	Palmaria decipiens
Paradexamine fissicauda	Phytoplankton
Paradexamine fissicauda	Epiphytic Diatomea
Paradexamine fissicauda	Necromass
Paradexamine fissicauda	Aged detritus
Paradexamine sp.	Fresh detritus
Parborlasia corrugatus	Chalinidae
Parborlasia corrugatus	Glyptonotus antarcticus
Parborlasia corrugatus	Laternula elliptica
Parborlasia corrugatus	Laternula elliptica
Parborlasia corrugatus	Nacella concinna
Parborlasia corrugatus	Necromass
Parborlasia corrugatus	Necromass
Parborlasia corrugatus	Necromass
Parborlasia corrugatus	Necromass
Parborlasia corrugatus	Polychaeta
Parborlasia corrugatus	Porifera
Parborlasia corrugatus	Prostebbingia sp.
Parborlasia corrugatus	Rosella antartica
Parborlasia corrugatus	Rossella sp.
Parborlasia corrugatus	Serolis sp.
Parborlasia corrugatus	Stylo_Myca
Parborlasia corrugatus	Stylo_Myca
Parborlasia corrugatus	Benthic Diatomea
Pariphimedia integricauda	Fresh detritus
Pariphimedia integricauda	Palmaria decipiens
Pariphimedia integricauda	Necromass
Perknaster aurorae	Stylo_Myca
Perknaster fuscus antarticus	Necromass
Perknaster fuscus antarticus	Necromass
Perknaster fuscus antarticus	Necromass
Perknaster fuscus antarticus	Porifera
Perknaster fuscus antarticus	Porifera
Perknaster fuscus antarticus	Porifera
Perknaster fuscus antarticus	Rosella antartica
Perknaster fuscus antarticus	Stylo_Myca
Perknaster fuscus antarticus	Stylo_Myca
Perknaster fuscus antarticus	Stylo_Myca
Perknaster fuscus antarticus	Stylo_Myca
Perknaster fuscus antarticus	Stylo_Myca
Perknaster fuscus antarticus	Stylo_Myca
Polychaeta	Aged detritus
Polychaeta	Necromass
Polychaeta	Ostracoda
Polychaeta	Cumacea
Polychaeta	Aged detritus
Polychaeta	Copepoda
Polychaeta	Fresh detritus
Polychaeta	Hyperiidea
Polychaeta	Mysida
Polychaeta	Ostracoda
Polychaeta	Aged detritus
Polychaeta	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Aged detritus
Polynoidae	Bryozoa
Polynoidae	Bryozoa
Polynoidae	Copepoda
Polynoidae	Gammaridea
Polynoidae	Gammaridea
Polynoidae	Gammaridea
Polynoidae	Gastropoda
Polynoidae	Hydrozoa
Polynoidae	Hydrozoa
Polynoidae	Necromass
Polynoidae	Nereididae
Polynoidae	Ostracoda
Polynoidae	Ostracoda
Polynoidae	Ostracoda
Polynoidae	Polychaeta
Polynoidae	Polychaeta
Polynoidae	Polychaeta
Polynoidae	Polynoidae
Polynoidae	Polynoidae
Polynoidae	Porifera
Polynoidae	Porifera
Polynoidae	Porifera
Polynoidae	Benthic Diatomea
Polynoidae	Benthic Diatomea
Polyplacophora	Benthic Diatomea
Polyplacophora	Bryozoa
Polyplacophora	Bryozoa
Polyplacophora	Epiphytic Diatomea
Polyplacophora	Epiphytic Diatomea
Polyplacophora	Fresh detritus
Polyplacophora	Fresh detritus
Polyplacophora	Fresh detritus
Polyplacophora	Phytoplankton
Polyplacophora	Porifera
Polyplacophora	Porifera
Porifera	Fresh detritus
Porifera	Fresh detritus
Porifera	Fresh detritus
Porifera	Benthic Diatomea
Priapulida	Nereididae
Priapulida	Polychaeta
Priapulida	Benthic Diatomea
Probolisca ovata	Fresh detritus
Prostebbingia gracilis	Desmarestia anceps
Prostebbingia gracilis	Desmarestia antarctica
Prostebbingia gracilis	Desmarestia menziesii
Prostebbingia gracilis	Fresh detritus
Prostebbingia gracilis	Gigartina skottsbergii
Prostebbingia gracilis	Iridaea cordata
Prostebbingia gracilis	Myriogramme manginii
Prostebbingia gracilis	Palmaria decipiens
Prostebbingia gracilis	Palmaria decipiens
Prostebbingia gracilis	Phytoplankton
Prostebbingia gracilis	Plocamium cartilagineum
Prostebbingia sp.	Desmarestia anceps
Prostebbingia sp.	Desmarestia antarctica
Prostebbingia sp.	Desmarestia menziesii
Prostebbingia sp.	Fresh detritus
Prostebbingia sp.	Gigartina skottsbergii
Prostebbingia sp.	Iridaea cordata
Prostebbingia sp.	Myriogramme manginii
Prostebbingia sp.	Palmaria decipiens
Prostebbingia sp.	Palmaria decipiens
Prostebbingia sp.	Phytoplankton
Prostebbingia sp.	Plocamium cartilagineum
Pseudorchomene plebs	Necromass
Pseudorchomene plebs	Necromass
Pseudorchomene plebs	Necromass
Pseudorchomene plebs	Necromass
Pseudorchomene plebs	Necromass
Rosella antartica	Fresh detritus
Rosella antartica	Benthic Diatomea
Rossella sp.	Fresh detritus
Rossella sp.	Benthic Diatomea
Salpidae	Aged detritus
Salpidae	Cephalopoda
Salpidae	Copepoda
Salpidae	Copepoda
Salpidae	Fresh detritus
Salpidae	Hyperiidea
Salpidae	Ostracoda
Salpidae	Phytoplankton
Salpidae	Phytoplankton
Salpidae	Phytoplankton
Salpidae	Phytoplankton
Salpidae	Zooplankton
Salpidae	Zooplankton
Salpidae	Zooplankton
Serolis sp.	Necromass
Serolis sp.	Polychaeta
Spionidae	Aged detritus
Spionidae	Aged detritus
Spionidae	Benthic Diatomea
Sterechinus neumayeri	Aged detritus
Sterechinus neumayeri	Bovallia gigantea
Sterechinus neumayeri	Bryozoa
Sterechinus neumayeri	Bryozoa
Sterechinus neumayeri	Bryozoa
Sterechinus neumayeri	Chalinidae
Sterechinus neumayeri	Fresh detritus
Sterechinus neumayeri	Hydrozoa
Sterechinus neumayeri	Hydrozoa
Sterechinus neumayeri	Necromass
Sterechinus neumayeri	Paradexamine sp.
Sterechinus neumayeri	Polychaeta
Sterechinus neumayeri	Polychaeta
Sterechinus neumayeri	Polychaeta
Sterechinus neumayeri	Porifera
Sterechinus neumayeri	Porifera
Sterechinus neumayeri	Prostebbingia sp.
Sterechinus neumayeri	Rosella antartica
Sterechinus neumayeri	Rossella sp.
Sterechinus neumayeri	Stylo_Myca
Sterechinus neumayeri	Stylo_Myca
Sterechinus neumayeri	Zooplankton
Sterechinus neumayeri	Benthic Diatomea
Sterechinus neumayeri	Benthic Diatomea
Sterechinus neumayeri	Benthic Diatomea
Stylo_Myca	Fresh detritus
Stylo_Myca	Fresh detritus
Stylo_Myca	Phytoplankton
Stylo_Myca	Benthic Diatomea
Stylo_Myca	Benthic Diatomea
Tanaidacea	Aged detritus
Tanaidacea	Aged detritus
Tanaidacea	Aged detritus
Tanaidacea	Fresh detritus
Tanaidacea	Benthic Diatomea
Tanaidacea	Benthic Diatomea
Tanaidacea	Benthic Diatomea
Tanaidacea	Benthic Diatomea
Tanaidacea	Aged detritus
Tanaidacea	Phytoplankton
Terebellidae	Fresh detritus
Terebellidae	Fresh detritus
Terebellidae	Zooplankton
Terebellidae	Aged detritus
Terebellidae	Aged detritus
Terebellidae	Benthic Diatomea
Terebellidae	Benthic Diatomea
Terebellidae	Benthic Diatomea
Trematomus bernacchii	Oligochaeta
Trematomus bernacchii	Nemertea
Trematomus bernacchii	Aequiyoldia eightsii
Trematomus bernacchii	Aglaophamus trissophyllus
Trematomus bernacchii	Aglaophamus trissophyllus
Trematomus bernacchii	Aglaophamus trissophyllus
Trematomus bernacchii	Ascidiacea
Trematomus bernacchii	Barrukia cristata
Trematomus bernacchii	Barrukia cristata
Trematomus bernacchii	Barrukia cristata
Trematomus bernacchii	Bovallia gigantea
Trematomus bernacchii	Bryozoa
Trematomus bernacchii	Copepoda
Trematomus bernacchii	Copepoda
Trematomus bernacchii	Copepoda
Trematomus bernacchii	Cumacea
Trematomus bernacchii	Djerboa furcipes
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Euphausia superba
Trematomus bernacchii	Gammaridea
Trematomus bernacchii	Gammaridea
Trematomus bernacchii	Gammaridea
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Gastropoda
Trematomus bernacchii	Glyptonotus antarcticus
Trematomus bernacchii	Glyptonotus antarcticus
Trematomus bernacchii	Glyptonotus antarcticus
Trematomus bernacchii	Glyptonotus antarcticus
Trematomus bernacchii	Gondogeneia antarctica
Trematomus bernacchii	Hippomedon kergueleni
Trematomus bernacchii	Hydrozoa
Trematomus bernacchii	Hydrozoa
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Hyperiidea
Trematomus bernacchii	Laternula elliptica
Trematomus bernacchii	Laternula elliptica
Trematomus bernacchii	Margarella antarctica
Trematomus bernacchii	Mysida
Trematomus bernacchii	Mysida
Trematomus bernacchii	Mysida
Trematomus bernacchii	Nacella concinna
Trematomus bernacchii	Nacella concinna
Trematomus bernacchii	Neobuccinum eatoni
Trematomus bernacchii	Neobuccinum eatoni
Trematomus bernacchii	Nereididae
Trematomus bernacchii	Orchomenella sp.
Trematomus bernacchii	Orchomenella sp.
Trematomus bernacchii	Orchomenella sp.
Trematomus bernacchii	Ostracoda
Trematomus bernacchii	Ostracoda
Trematomus bernacchii	Ostracoda
Trematomus bernacchii	Ostracoda
Trematomus bernacchii	Polynoidae
Trematomus bernacchii	Polynoidae
Trematomus bernacchii	Polynoidae
Trematomus bernacchii	Porifera
Trematomus bernacchii	Priapulida
Trematomus bernacchii	Pseudorchomene plebs
Trematomus bernacchii	Pseudorchomene plebs
Trematomus bernacchii	Spionidae
Trematomus bernacchii	Spionidae
Trematomus bernacchii	Sterechinus neumayeri
Trematomus bernacchii	Tanaidacea
Trematomus bernacchii	Tanaidacea
Trematomus bernacchii	Tanaidacea
Trematomus bernacchii	Tanaidacea
Trematomus bernacchii	Tanaidacea
Trematomus bernacchii	Terebellidae
Trematomus bernacchii	Terebellidae
Trematomus bernacchii	Terebellidae
Trematomus bernacchii	Zooplankton
Trematomus newnesi	Aequiyoldia eightsii
Trematomus newnesi	Aglaophamus trissophyllus
Trematomus newnesi	Bovallia gigantea
Trematomus newnesi	Bovallia gigantea
Trematomus newnesi	Cheirimedon femoratus
Trematomus newnesi	Cheirimedon femoratus
Trematomus newnesi	Cheirimedon femoratus
Trematomus newnesi	Copepoda
Trematomus newnesi	Copepoda
Trematomus newnesi	Copepoda
Trematomus newnesi	Copepoda
Trematomus newnesi	Copepoda
Trematomus newnesi	Copepoda
Trematomus newnesi	Djerboa furcipes
Trematomus newnesi	Djerboa furcipes
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Euphausia superba
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gammaridea
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gastropoda
Trematomus newnesi	Gitanopsis squamosa
Trematomus newnesi	Gitanopsis squamosa
Trematomus newnesi	Gondogeneia antarctica
Trematomus newnesi	Gondogeneia antarctica
Trematomus newnesi	Gondogeneia antarctica
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Hyperiidea
Trematomus newnesi	Margarella antarctica
Trematomus newnesi	Margarella antarctica
Trematomus newnesi	Margarella antarctica
Trematomus newnesi	Mysida
Trematomus newnesi	Mysida
Trematomus newnesi	Mysida
Trematomus newnesi	Nacella concinna
Trematomus newnesi	Neobuccinum eatoni
Trematomus newnesi	Oradarea bidentata
Trematomus newnesi	Oradarea bidentata
Trematomus newnesi	Orchomenella sp.
Trematomus newnesi	Ostracoda
Trematomus newnesi	Ostracoda
Trematomus newnesi	Paradexamine fissicauda
Trematomus newnesi	Paradexamine fissicauda
Trematomus newnesi	Pariphimedia integricauda
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Polychaeta
Trematomus newnesi	Probolisca ovata
Trematomus newnesi	Probolisca ovata
Trematomus newnesi	Prostebbingia gracilis
Trematomus newnesi	Prostebbingia gracilis
Trematomus newnesi	Salpidae
Trematomus newnesi	Trematomus newnesi
Trematomus newnesi	Trematomus newnesi
Urticinopsis antarctica	Diplasterias brucei
Urticinopsis antarctica	Diplasterias brucei
Urticinopsis antarctica	Eatoniella sp.
Urticinopsis antarctica	Eatoniella sp.
Urticinopsis antarctica	Gastropoda
Urticinopsis antarctica	Laevilacunaria antarctica
Urticinopsis antarctica	Odontaster meridionalis
Urticinopsis antarctica	Odontaster meridionalis
Urticinopsis antarctica	Odontaster validus
Urticinopsis antarctica	Odontaster validus
Urticinopsis antarctica	Odontaster validus
Urticinopsis antarctica	Perknaster fuscus antarticus
Urticinopsis antarctica	Perknaster fuscus antarticus
Urticinopsis antarctica	Perknaster fuscus antarticus
Urticinopsis antarctica	Sterechinus neumayeri
Urticinopsis antarctica	Sterechinus neumayeri
Urticinopsis antarctica	Sterechinus neumayeri
Urticinopsis antarctica	Trematomus bernacchii
Urticinopsis antarctica	Trematomus bernacchii
Urticinopsis antarctica	Trematomus newnesi
Urticinopsis antarctica	Trematomus newnesi
Zooplankton	Copepoda
Zooplankton	Phytoplankton
Zooplankton	Phytoplankton
Zooplankton	Zooplankton
